MEASURE USED:
value= max/count;
max=10000;
count= lru index;

hit rate = 5.893181422423444


max value is 40166.0
item	value	weight	take
1011	9.0	35	false
1012	9.0	7	false
1013	9.0	15	false
1014	9.0	25	false
1015	9.0	19	false
1016	9.0	24	false
1017	9.0	10	false
1018	9.0	39	false
1019	9.0	5	false
1020	9.0	9	false
1021	9.0	21	false
1022	9.0	33	false
1023	9.0	34	false
1024	9.0	15	false
1025	9.0	5	false
1026	9.0	15	false
1027	9.0	3	false
1028	9.0	17	false
1029	9.0	20	false
1030	9.0	27	false
1031	9.0	24	false
1032	9.0	16	false
1033	9.0	28	false
1034	9.0	39	false
1035	9.0	14	false
1036	9.0	12	false
1037	9.0	16	false
1038	9.0	14	false
1039	9.0	23	false
1040	9.0	14	false
1041	9.0	29	false
1042	9.0	30	false
1043	9.0	6	false
1044	9.0	31	false
1045	9.0	50	false
1046	9.0	50	false
1047	9.0	39	false
1048	9.0	34	false
1049	9.0	11	false
1050	9.0	47	false
1051	9.0	1	false
1052	9.0	20	false
1053	9.0	13	false
1054	9.0	34	false
1055	9.0	2	false
1056	9.0	7	false
1057	9.0	8	false
1058	9.0	28	false
1059	9.0	43	false
1060	9.0	21	false
1061	9.0	30	false
1062	9.0	48	false
1063	9.0	9	false
1064	9.0	2	false
1065	9.0	13	false
1066	9.0	16	false
1067	9.0	48	false
1068	9.0	16	false
1069	9.0	15	false
1070	9.0	19	false
1071	9.0	35	false
1072	9.0	41	false
1073	9.0	14	false
1074	9.0	25	false
1075	9.0	2	false
1076	9.0	26	false
1077	9.0	44	false
1078	9.0	50	false
1079	9.0	37	false
1080	9.0	39	false
1081	9.0	2	false
1082	9.0	34	false
1083	9.0	3	false
1084	9.0	3	false
1085	9.0	20	false
1086	9.0	18	false
1087	9.0	49	false
1088	9.0	14	false
1089	9.0	20	false
1090	9.0	46	false
1091	9.0	24	false
1092	9.0	18	false
1093	9.0	4	false
1094	9.0	35	false
1095	9.0	42	false
1096	9.0	32	false
1097	9.0	1	false
1098	9.0	35	false
1099	9.0	12	false
1100	9.0	6	false
1101	9.0	43	false
1102	9.0	50	false
1103	9.0	18	false
1104	9.0	21	false
1105	9.0	29	false
1106	9.0	36	false
1107	9.0	26	false
1108	9.0	29	false
1109	9.0	23	false
1110	9.0	39	false
1111	9.0	41	false
1112	8.0	34	false
1113	8.0	13	false
1114	8.0	29	false
1115	8.0	3	false
1116	8.0	24	false
1117	8.0	6	false
1118	8.0	11	false
1119	8.0	27	false
1120	8.0	42	false
1121	8.0	19	false
1122	8.0	41	false
1123	8.0	50	false
1124	8.0	42	false
1125	8.0	30	false
1126	8.0	39	false
1127	8.0	33	false
1128	8.0	43	false
1129	8.0	14	false
1130	8.0	34	false
1131	8.0	36	false
1132	8.0	49	false
1133	8.0	28	false
1134	8.0	7	false
1135	8.0	13	false
1136	8.0	16	false
1137	8.0	30	false
1138	8.0	47	false
1139	8.0	34	false
1140	8.0	34	false
1141	8.0	47	false
1142	8.0	11	false
1143	8.0	38	false
1144	8.0	6	false
1145	8.0	6	false
1146	8.0	1	false
1147	8.0	38	false
1148	8.0	11	false
1149	8.0	19	false
1150	8.0	3	false
1151	8.0	7	false
1152	8.0	10	false
1153	8.0	46	false
1154	8.0	33	false
1155	8.0	44	false
1156	8.0	3	false
1157	8.0	10	false
1158	8.0	6	false
1159	8.0	3	false
1160	8.0	14	false
1161	8.0	47	false
1162	8.0	46	false
1163	8.0	21	false
1164	8.0	9	false
1165	8.0	32	false
1166	8.0	12	false
1167	8.0	40	false
1168	8.0	47	false
1169	8.0	38	false
1170	8.0	10	false
1171	8.0	12	false
1172	8.0	19	false
1173	8.0	16	false
1174	8.0	40	false
1175	8.0	50	false
1176	8.0	7	false
1177	8.0	14	false
1178	8.0	30	false
1179	8.0	41	false
1180	8.0	6	false
1181	8.0	46	false
1182	8.0	23	false
1183	8.0	2	false
1184	8.0	35	false
1185	8.0	42	false
1186	8.0	35	false
1187	8.0	11	false
1188	8.0	50	false
1189	8.0	18	false
1190	8.0	2	false
1191	8.0	37	false
1192	8.0	36	false
1193	8.0	43	false
1194	8.0	15	false
1195	8.0	13	false
1196	8.0	28	false
1197	8.0	24	false
